component_type,criticality,status,action,strategy_type,upstream_callers_count,downstream_deps_count,total_affected_count,critical_callers_count,max_dependency_depth,is_spof,cross_env_links,cpu_percent,has_cpu_telemetry,storage_gb,has_storage_telemetry,cost_per_month,risk_score,simulated_downtime_minutes,has_downtime_metric,simulated_cost_delta,has_cost_metric,strategy_complexity,provides_redundancy,requires_data_sync,zero_downtime_capable,suitability_score,is_suitable_label
lambda,medium,degraded,scale,read_replica_offload,4,4,8,3,2,1,0,-1.0,0,-1.0,0,908.31,85,-1.0,0,454.15,1,3,0,1,0,0.1016,0
lambda,medium,degraded,scale,auto_scaling_group,4,4,8,3,2,1,0,-1.0,0,-1.0,0,908.31,85,-1.0,0,454.15,1,2,1,0,1,0.4733,0
lambda,medium,degraded,scale,dependency_circuit_breaker,4,4,8,3,2,1,0,-1.0,0,-1.0,0,908.31,85,-1.0,0,454.15,1,3,0,0,0,0.9144,1
storage,low,degraded,migrate,direct_lift_shift,6,3,9,4,4,1,0,14.2,1,354.2,1,1270.71,85,52.7,1,254.14,1,1,0,0,0,0.1667,0
storage,low,degraded,migrate,phased_blue_green,6,3,9,4,4,1,0,14.2,1,354.2,1,1270.71,85,52.7,1,254.14,1,2,1,1,1,0.6532,0
storage,low,degraded,migrate,multi_az_modernize,6,3,9,4,4,1,0,14.2,1,354.2,1,1270.71,85,52.7,1,254.14,1,3,1,0,1,0.9071,1
storage,low,degraded,migrate,read_replica_offload,6,3,9,4,4,1,0,14.2,1,354.2,1,1270.71,85,52.7,1,254.14,1,3,0,1,0,0.093,0
storage,low,degraded,migrate,auto_scaling_group,6,3,9,4,4,1,0,14.2,1,354.2,1,1270.71,85,52.7,1,254.14,1,2,1,0,1,0.1898,0
storage,low,degraded,migrate,dependency_circuit_breaker,6,3,9,4,4,1,0,14.2,1,354.2,1,1270.71,85,52.7,1,254.14,1,3,0,0,0,0.9294,1
database,critical,active,fail,direct_lift_shift,3,6,9,0,0,1,0,50.4,1,176.7,1,716.34,100,38.8,1,0.0,1,1,0,0,0,0.2107,0
database,critical,active,fail,phased_blue_green,3,6,9,0,0,1,0,50.4,1,176.7,1,716.34,100,38.8,1,0.0,1,2,1,1,1,0.6096,0
database,critical,active,fail,multi_az_modernize,3,6,9,0,0,1,0,50.4,1,176.7,1,716.34,100,38.8,1,0.0,1,3,1,0,1,0.98,1
database,critical,active,fail,read_replica_offload,3,6,9,0,0,1,0,50.4,1,176.7,1,716.34,100,38.8,1,0.0,1,3,0,1,0,0.9795,1
database,critical,active,fail,auto_scaling_group,3,6,9,0,0,1,0,50.4,1,176.7,1,716.34,100,38.8,1,0.0,1,2,1,0,1,0.1559,0
database,critical,active,fail,dependency_circuit_breaker,3,6,9,0,0,1,0,50.4,1,176.7,1,716.34,100,38.8,1,0.0,1,3,0,0,0,0.4743,0
database,medium,warning,scale,direct_lift_shift,4,6,10,4,1,1,0,14.1,1,767.5,1,1101.02,65,73.4,1,550.51,1,1,0,0,0,0.2605,0
database,medium,warning,scale,phased_blue_green,4,6,10,4,1,1,0,14.1,1,767.5,1,1101.02,65,73.4,1,550.51,1,2,1,1,1,0.6368,0
database,medium,warning,scale,multi_az_modernize,4,6,10,4,1,1,0,14.1,1,767.5,1,1101.02,65,73.4,1,550.51,1,3,1,0,1,0.98,1
database,medium,warning,scale,read_replica_offload,4,6,10,4,1,1,0,14.1,1,767.5,1,1101.02,65,73.4,1,550.51,1,3,0,1,0,0.9633,1
database,medium,warning,scale,auto_scaling_group,4,6,10,4,1,1,0,14.1,1,767.5,1,1101.02,65,73.4,1,550.51,1,2,1,0,1,0.1374,0
database,medium,warning,scale,dependency_circuit_breaker,4,6,10,4,1,1,0,14.1,1,767.5,1,1101.02,65,73.4,1,550.51,1,3,0,0,0,0.9093,1
storage,critical,active,migrate,direct_lift_shift,4,0,4,1,1,0,2,16.1,1,871.1,1,1107.81,90,63.6,1,221.56,1,1,0,0,0,0.2026,0
storage,critical,active,migrate,phased_blue_green,4,0,4,1,1,0,2,16.1,1,871.1,1,1107.81,90,63.6,1,221.56,1,2,1,1,1,0.6272,0
storage,critical,active,migrate,multi_az_modernize,4,0,4,1,1,0,2,16.1,1,871.1,1,1107.81,90,63.6,1,221.56,1,3,1,0,1,0.9161,1
storage,critical,active,migrate,read_replica_offload,4,0,4,1,1,0,2,16.1,1,871.1,1,1107.81,90,63.6,1,221.56,1,3,0,1,0,0.0972,0
storage,critical,active,migrate,auto_scaling_group,4,0,4,1,1,0,2,16.1,1,871.1,1,1107.81,90,63.6,1,221.56,1,2,1,0,1,0.1671,0
storage,critical,active,migrate,dependency_circuit_breaker,4,0,4,1,1,0,2,16.1,1,871.1,1,1107.81,90,63.6,1,221.56,1,3,0,0,0,0.8738,1
database,medium,warning,fail,direct_lift_shift,6,5,11,3,0,1,0,33.2,1,348.3,1,1472.71,92,47.4,1,0.0,1,1,0,0,0,0.2544,0
database,medium,warning,fail,phased_blue_green,6,5,11,3,0,1,0,33.2,1,348.3,1,1472.71,92,47.4,1,0.0,1,2,1,1,1,0.6943,0
database,medium,warning,fail,multi_az_modernize,6,5,11,3,0,1,0,33.2,1,348.3,1,1472.71,92,47.4,1,0.0,1,3,1,0,1,0.98,1
database,medium,warning,fail,read_replica_offload,6,5,11,3,0,1,0,33.2,1,348.3,1,1472.71,92,47.4,1,0.0,1,3,0,1,0,0.8968,1
database,medium,warning,fail,auto_scaling_group,6,5,11,3,0,1,0,33.2,1,348.3,1,1472.71,92,47.4,1,0.0,1,2,1,0,1,0.0983,0
database,medium,warning,fail,dependency_circuit_breaker,6,5,11,3,0,1,0,33.2,1,348.3,1,1472.71,92,47.4,1,0.0,1,3,0,0,0,0.8532,1
lambda,critical,warning,fail,direct_lift_shift,7,6,13,2,3,1,0,-1.0,0,-1.0,0,357.36,100,29.9,1,0.0,1,1,0,0,0,0.2738,0
lambda,critical,warning,fail,phased_blue_green,7,6,13,2,3,1,0,-1.0,0,-1.0,0,357.36,100,29.9,1,0.0,1,2,1,1,1,0.3938,0
lambda,critical,warning,fail,multi_az_modernize,7,6,13,2,3,1,0,-1.0,0,-1.0,0,357.36,100,29.9,1,0.0,1,3,1,0,1,0.7881,1
lambda,critical,warning,fail,read_replica_offload,7,6,13,2,3,1,0,-1.0,0,-1.0,0,357.36,100,29.9,1,0.0,1,3,0,1,0,0.1247,0
lambda,critical,warning,fail,auto_scaling_group,7,6,13,2,3,1,0,-1.0,0,-1.0,0,357.36,100,29.9,1,0.0,1,2,1,0,1,0.5167,0
lambda,critical,warning,fail,dependency_circuit_breaker,7,6,13,2,3,1,0,-1.0,0,-1.0,0,357.36,100,29.9,1,0.0,1,3,0,0,0,0.8846,1
storage,medium,warning,scale,direct_lift_shift,6,5,11,2,4,1,0,-1.0,0,712.0,1,2056.11,65,70.6,1,1028.06,1,1,0,0,0,0.2576,0
storage,medium,warning,scale,phased_blue_green,6,5,11,2,4,1,0,-1.0,0,712.0,1,2056.11,65,70.6,1,1028.06,1,2,1,1,1,0.6543,0
storage,medium,warning,scale,multi_az_modernize,6,5,11,2,4,1,0,-1.0,0,712.0,1,2056.11,65,70.6,1,1028.06,1,3,1,0,1,0.891,1
storage,medium,warning,scale,read_replica_offload,6,5,11,2,4,1,0,-1.0,0,712.0,1,2056.11,65,70.6,1,1028.06,1,3,0,1,0,0.0916,0
storage,medium,warning,scale,auto_scaling_group,6,5,11,2,4,1,0,-1.0,0,712.0,1,2056.11,65,70.6,1,1028.06,1,2,1,0,1,0.2394,0
storage,medium,warning,scale,dependency_circuit_breaker,6,5,11,2,4,1,0,-1.0,0,712.0,1,2056.11,65,70.6,1,1028.06,1,3,0,0,0,0.9324,1
application,low,degraded,scale,direct_lift_shift,8,2,10,0,1,1,0,90.7,1,-1.0,0,2425.23,78,-1.0,0,1212.62,1,1,0,0,0,0.3492,0
application,low,degraded,scale,phased_blue_green,8,2,10,0,1,1,0,90.7,1,-1.0,0,2425.23,78,-1.0,0,1212.62,1,2,1,1,1,0.6301,0
application,low,degraded,scale,multi_az_modernize,8,2,10,0,1,1,0,90.7,1,-1.0,0,2425.23,78,-1.0,0,1212.62,1,3,1,0,1,0.8966,1
application,low,degraded,scale,read_replica_offload,8,2,10,0,1,1,0,90.7,1,-1.0,0,2425.23,78,-1.0,0,1212.62,1,3,0,1,0,0.05,0
application,low,degraded,scale,auto_scaling_group,8,2,10,0,1,1,0,90.7,1,-1.0,0,2425.23,78,-1.0,0,1212.62,1,2,1,0,1,0.9176,1
application,low,degraded,scale,dependency_circuit_breaker,8,2,10,0,1,1,0,90.7,1,-1.0,0,2425.23,78,-1.0,0,1212.62,1,3,0,0,0,0.5761,0
storage,high,warning,scale,direct_lift_shift,0,5,5,0,0,0,0,84.4,1,93.9,1,413.61,50,19.7,1,206.81,1,1,0,0,0,0.5791,0
storage,high,warning,scale,phased_blue_green,0,5,5,0,0,0,0,84.4,1,93.9,1,413.61,50,19.7,1,206.81,1,2,1,1,1,0.5768,0
storage,high,warning,scale,multi_az_modernize,0,5,5,0,0,0,0,84.4,1,93.9,1,413.61,50,19.7,1,206.81,1,3,1,0,1,0.8503,1
storage,high,warning,scale,read_replica_offload,0,5,5,0,0,0,0,84.4,1,93.9,1,413.61,50,19.7,1,206.81,1,3,0,1,0,0.0579,0
storage,high,warning,scale,auto_scaling_group,0,5,5,0,0,0,0,84.4,1,93.9,1,413.61,50,19.7,1,206.81,1,2,1,0,1,0.1364,0
storage,high,warning,scale,dependency_circuit_breaker,0,5,5,0,0,0,0,84.4,1,93.9,1,413.61,50,19.7,1,206.81,1,3,0,0,0,0.1475,0
database,low,degraded,scale,direct_lift_shift,5,3,8,3,4,0,0,10.2,1,777.9,1,75.49,63,88.9,1,37.74,1,1,0,0,0,0.2869,0
database,low,degraded,scale,phased_blue_green,5,3,8,3,4,0,0,10.2,1,777.9,1,75.49,63,88.9,1,37.74,1,2,1,1,1,0.668,0
database,low,degraded,scale,multi_az_modernize,5,3,8,3,4,0,0,10.2,1,777.9,1,75.49,63,88.9,1,37.74,1,3,1,0,1,0.6833,0
database,low,degraded,scale,read_replica_offload,5,3,8,3,4,0,0,10.2,1,777.9,1,75.49,63,88.9,1,37.74,1,3,0,1,0,0.9447,1
database,low,degraded,scale,auto_scaling_group,5,3,8,3,4,0,0,10.2,1,777.9,1,75.49,63,88.9,1,37.74,1,2,1,0,1,0.1372,0
database,low,degraded,scale,dependency_circuit_breaker,5,3,8,3,4,0,0,10.2,1,777.9,1,75.49,63,88.9,1,37.74,1,3,0,0,0,0.8634,1
lambda,medium,active,migrate,direct_lift_shift,8,0,8,3,3,0,2,23.0,1,-1.0,0,1700.41,67,29.9,1,340.08,1,1,0,0,0,0.2145,0
lambda,medium,active,migrate,phased_blue_green,8,0,8,3,3,0,2,23.0,1,-1.0,0,1700.41,67,29.9,1,340.08,1,2,1,1,1,0.4911,0
lambda,medium,active,migrate,multi_az_modernize,8,0,8,3,3,0,2,23.0,1,-1.0,0,1700.41,67,29.9,1,340.08,1,3,1,0,1,0.3269,0
lambda,medium,active,migrate,read_replica_offload,8,0,8,3,3,0,2,23.0,1,-1.0,0,1700.41,67,29.9,1,340.08,1,3,0,1,0,0.1647,0
lambda,medium,active,migrate,auto_scaling_group,8,0,8,3,3,0,2,23.0,1,-1.0,0,1700.41,67,29.9,1,340.08,1,2,1,0,1,0.4863,0
lambda,medium,active,migrate,dependency_circuit_breaker,8,0,8,3,3,0,2,23.0,1,-1.0,0,1700.41,67,29.9,1,340.08,1,3,0,0,0,0.8691,1
application,medium,active,restart,direct_lift_shift,2,2,4,1,0,1,0,56.0,1,-1.0,0,1309.63,60,-1.0,0,0.0,1,1,0,0,0,0.2796,0
application,medium,active,restart,phased_blue_green,2,2,4,1,0,1,0,56.0,1,-1.0,0,1309.63,60,-1.0,0,0.0,1,2,1,1,1,0.7094,1
application,medium,active,restart,multi_az_modernize,2,2,4,1,0,1,0,56.0,1,-1.0,0,1309.63,60,-1.0,0,0.0,1,3,1,0,1,0.9447,1
application,medium,active,restart,read_replica_offload,2,2,4,1,0,1,0,56.0,1,-1.0,0,1309.63,60,-1.0,0,0.0,1,3,0,1,0,0.1201,0
application,medium,active,restart,auto_scaling_group,2,2,4,1,0,1,0,56.0,1,-1.0,0,1309.63,60,-1.0,0,0.0,1,2,1,0,1,0.5435,0
application,medium,active,restart,dependency_circuit_breaker,2,2,4,1,0,1,0,56.0,1,-1.0,0,1309.63,60,-1.0,0,0.0,1,3,0,0,0,0.4313,0
storage,high,warning,restart,direct_lift_shift,7,2,9,3,3,1,0,37.1,1,484.0,1,916.88,72,54.2,1,0.0,1,1,0,0,0,0.2291,0
storage,high,warning,restart,phased_blue_green,7,2,9,3,3,1,0,37.1,1,484.0,1,916.88,72,54.2,1,0.0,1,2,1,1,1,0.6136,0
storage,high,warning,restart,multi_az_modernize,7,2,9,3,3,1,0,37.1,1,484.0,1,916.88,72,54.2,1,0.0,1,3,1,0,1,0.949,1
storage,high,warning,restart,read_replica_offload,7,2,9,3,3,1,0,37.1,1,484.0,1,916.88,72,54.2,1,0.0,1,3,0,1,0,0.0847,0
storage,high,warning,restart,auto_scaling_group,7,2,9,3,3,1,0,37.1,1,484.0,1,916.88,72,54.2,1,0.0,1,2,1,0,1,0.1838,0
storage,high,warning,restart,dependency_circuit_breaker,7,2,9,3,3,1,0,37.1,1,484.0,1,916.88,72,54.2,1,0.0,1,3,0,0,0,0.9214,1
application,medium,warning,scale,direct_lift_shift,4,1,5,3,4,1,0,38.6,1,-1.0,0,1038.11,65,-1.0,0,519.05,1,1,0,0,0,0.2155,0
application,medium,warning,scale,phased_blue_green,4,1,5,3,4,1,0,38.6,1,-1.0,0,1038.11,65,-1.0,0,519.05,1,2,1,1,1,0.6265,0
application,medium,warning,scale,multi_az_modernize,4,1,5,3,4,1,0,38.6,1,-1.0,0,1038.11,65,-1.0,0,519.05,1,3,1,0,1,0.9518,1
application,medium,warning,scale,read_replica_offload,4,1,5,3,4,1,0,38.6,1,-1.0,0,1038.11,65,-1.0,0,519.05,1,3,0,1,0,0.069,0
application,medium,warning,scale,auto_scaling_group,4,1,5,3,4,1,0,38.6,1,-1.0,0,1038.11,65,-1.0,0,519.05,1,2,1,0,1,0.955,1
application,medium,warning,scale,dependency_circuit_breaker,4,1,5,3,4,1,0,38.6,1,-1.0,0,1038.11,65,-1.0,0,519.05,1,3,0,0,0,0.8687,1
container,high,active,migrate,direct_lift_shift,4,6,10,4,0,1,1,19.6,1,-1.0,0,542.06,87,14.9,1,108.41,1,1,0,0,0,0.2374,0
container,high,active,migrate,phased_blue_green,4,6,10,4,0,1,1,19.6,1,-1.0,0,542.06,87,14.9,1,108.41,1,2,1,1,1,0.6482,0
container,high,active,migrate,multi_az_modernize,4,6,10,4,0,1,1,19.6,1,-1.0,0,542.06,87,14.9,1,108.41,1,3,1,0,1,0.8687,1
container,high,active,migrate,read_replica_offload,4,6,10,4,0,1,1,19.6,1,-1.0,0,542.06,87,14.9,1,108.41,1,3,0,1,0,0.0616,0
container,high,active,migrate,auto_scaling_group,4,6,10,4,0,1,1,19.6,1,-1.0,0,542.06,87,14.9,1,108.41,1,2,1,0,1,0.5115,0
container,high,active,migrate,dependency_circuit_breaker,4,6,10,4,0,1,1,19.6,1,-1.0,0,542.06,87,14.9,1,108.41,1,3,0,0,0,0.8662,1
container,low,degraded,migrate,direct_lift_shift,0,5,5,0,0,0,0,-1.0,0,-1.0,0,845.9,40,14.9,1,169.18,1,1,0,0,0,0.8176,1
container,low,degraded,migrate,phased_blue_green,0,5,5,0,0,0,0,-1.0,0,-1.0,0,845.9,40,14.9,1,169.18,1,2,1,1,1,0.4624,0
container,low,degraded,migrate,multi_az_modernize,0,5,5,0,0,0,0,-1.0,0,-1.0,0,845.9,40,14.9,1,169.18,1,3,1,0,1,0.4969,0
container,low,degraded,migrate,read_replica_offload,0,5,5,0,0,0,0,-1.0,0,-1.0,0,845.9,40,14.9,1,169.18,1,3,0,1,0,0.1377,0
container,low,degraded,migrate,auto_scaling_group,0,5,5,0,0,0,0,-1.0,0,-1.0,0,845.9,40,14.9,1,169.18,1,2,1,0,1,0.5603,0
container,low,degraded,migrate,dependency_circuit_breaker,0,5,5,0,0,0,0,-1.0,0,-1.0,0,845.9,40,14.9,1,169.18,1,3,0,0,0,0.121,0
application,low,degraded,scale,direct_lift_shift,4,4,8,2,1,1,0,66.0,1,-1.0,0,1741.7,78,-1.0,0,870.85,1,1,0,0,0,0.336,0
application,low,degraded,scale,phased_blue_green,4,4,8,2,1,1,0,66.0,1,-1.0,0,1741.7,78,-1.0,0,870.85,1,2,1,1,1,0.6098,0
application,low,degraded,scale,multi_az_modernize,4,4,8,2,1,1,0,66.0,1,-1.0,0,1741.7,78,-1.0,0,870.85,1,3,1,0,1,0.9433,1
application,low,degraded,scale,read_replica_offload,4,4,8,2,1,1,0,66.0,1,-1.0,0,1741.7,78,-1.0,0,870.85,1,3,0,1,0,0.0711,0
application,low,degraded,scale,auto_scaling_group,4,4,8,2,1,1,0,66.0,1,-1.0,0,1741.7,78,-1.0,0,870.85,1,2,1,0,1,0.9152,1
application,low,degraded,scale,dependency_circuit_breaker,4,4,8,2,1,1,0,66.0,1,-1.0,0,1741.7,78,-1.0,0,870.85,1,3,0,0,0,0.8702,1
lambda,high,active,restart,direct_lift_shift,5,3,8,4,2,1,0,-1.0,0,-1.0,0,869.67,72,-1.0,0,0.0,1,1,0,0,0,0.2479,0
lambda,high,active,restart,phased_blue_green,5,3,8,4,2,1,0,-1.0,0,-1.0,0,869.67,72,-1.0,0,0.0,1,2,1,1,1,0.4732,0
lambda,high,active,restart,multi_az_modernize,5,3,8,4,2,1,0,-1.0,0,-1.0,0,869.67,72,-1.0,0,0.0,1,3,1,0,1,0.8268,1
lambda,high,active,restart,read_replica_offload,5,3,8,4,2,1,0,-1.0,0,-1.0,0,869.67,72,-1.0,0,0.0,1,3,0,1,0,0.0622,0
lambda,high,active,restart,auto_scaling_group,5,3,8,4,2,1,0,-1.0,0,-1.0,0,869.67,72,-1.0,0,0.0,1,2,1,0,1,0.4604,0
lambda,high,active,restart,dependency_circuit_breaker,5,3,8,4,2,1,0,-1.0,0,-1.0,0,869.67,72,-1.0,0,0.0,1,3,0,0,0,0.8633,1
storage,low,degraded,migrate,direct_lift_shift,6,4,10,2,2,1,2,83.2,1,966.9,1,886.8,95,73.3,1,177.36,1,1,0,0,0,0.1455,0
storage,low,degraded,migrate,phased_blue_green,6,4,10,2,2,1,2,83.2,1,966.9,1,886.8,95,73.3,1,177.36,1,2,1,1,1,0.6416,0
storage,low,degraded,migrate,multi_az_modernize,6,4,10,2,2,1,2,83.2,1,966.9,1,886.8,95,73.3,1,177.36,1,3,1,0,1,0.862,1
storage,low,degraded,migrate,read_replica_offload,6,4,10,2,2,1,2,83.2,1,966.9,1,886.8,95,73.3,1,177.36,1,3,0,1,0,0.1108,0
storage,low,degraded,migrate,auto_scaling_group,6,4,10,2,2,1,2,83.2,1,966.9,1,886.8,95,73.3,1,177.36,1,2,1,0,1,0.2405,0
storage,low,degraded,migrate,dependency_circuit_breaker,6,4,10,2,2,1,2,83.2,1,966.9,1,886.8,95,73.3,1,177.36,1,3,0,0,0,0.8798,1
server,medium,degraded,restart,direct_lift_shift,7,2,9,4,0,1,0,23.2,1,533.2,1,2274.53,82,41.7,1,0.0,1,1,0,0,0,0.2327,0
server,medium,degraded,restart,phased_blue_green,7,2,9,4,0,1,0,23.2,1,533.2,1,2274.53,82,41.7,1,0.0,1,2,1,1,1,0.6724,0
server,medium,degraded,restart,multi_az_modernize,7,2,9,4,0,1,0,23.2,1,533.2,1,2274.53,82,41.7,1,0.0,1,3,1,0,1,0.98,1
server,medium,degraded,restart,read_replica_offload,7,2,9,4,0,1,0,23.2,1,533.2,1,2274.53,82,41.7,1,0.0,1,3,0,1,0,0.1268,0
server,medium,degraded,restart,auto_scaling_group,7,2,9,4,0,1,0,23.2,1,533.2,1,2274.53,82,41.7,1,0.0,1,2,1,0,1,0.4713,0
server,medium,degraded,restart,dependency_circuit_breaker,7,2,9,4,0,1,0,23.2,1,533.2,1,2274.53,82,41.7,1,0.0,1,3,0,0,0,0.9733,1
storage,critical,active,fail,direct_lift_shift,2,1,3,1,2,1,0,49.5,1,807.8,1,2492.79,100,65.4,1,0.0,1,1,0,0,0,0.2638,0
storage,critical,active,fail,phased_blue_green,2,1,3,1,2,1,0,49.5,1,807.8,1,2492.79,100,65.4,1,0.0,1,2,1,1,1,0.6252,0
storage,critical,active,fail,multi_az_modernize,2,1,3,1,2,1,0,49.5,1,807.8,1,2492.79,100,65.4,1,0.0,1,3,1,0,1,0.8765,1
storage,critical,active,fail,read_replica_offload,2,1,3,1,2,1,0,49.5,1,807.8,1,2492.79,100,65.4,1,0.0,1,3,0,1,0,0.0794,0
storage,critical,active,fail,auto_scaling_group,2,1,3,1,2,1,0,49.5,1,807.8,1,2492.79,100,65.4,1,0.0,1,2,1,0,1,0.2049,0
storage,critical,active,fail,dependency_circuit_breaker,2,1,3,1,2,1,0,49.5,1,807.8,1,2492.79,100,65.4,1,0.0,1,3,0,0,0,0.4492,0
lambda,critical,degraded,fail,direct_lift_shift,7,5,12,1,2,0,0,37.1,1,-1.0,0,863.31,100,24.9,1,0.0,1,1,0,0,0,0.2233,0
lambda,critical,degraded,fail,phased_blue_green,7,5,12,1,2,0,0,37.1,1,-1.0,0,863.31,100,24.9,1,0.0,1,2,1,1,1,0.4275,0
lambda,critical,degraded,fail,multi_az_modernize,7,5,12,1,2,0,0,37.1,1,-1.0,0,863.31,100,24.9,1,0.0,1,3,1,0,1,0.7994,1
lambda,critical,degraded,fail,read_replica_offload,7,5,12,1,2,0,0,37.1,1,-1.0,0,863.31,100,24.9,1,0.0,1,3,0,1,0,0.0892,0
lambda,critical,degraded,fail,auto_scaling_group,7,5,12,1,2,0,0,37.1,1,-1.0,0,863.31,100,24.9,1,0.0,1,2,1,0,1,0.4404,0
lambda,critical,degraded,fail,dependency_circuit_breaker,7,5,12,1,2,0,0,37.1,1,-1.0,0,863.31,100,24.9,1,0.0,1,3,0,0,0,0.884,1
server,high,degraded,restart,direct_lift_shift,5,5,10,3,0,0,0,-1.0,0,391.4,1,67.85,77,34.6,1,0.0,1,1,0,0,0,0.246,0
server,high,degraded,restart,phased_blue_green,5,5,10,3,0,0,0,-1.0,0,391.4,1,67.85,77,34.6,1,0.0,1,2,1,1,1,0.6249,0
server,high,degraded,restart,multi_az_modernize,5,5,10,3,0,0,0,-1.0,0,391.4,1,67.85,77,34.6,1,0.0,1,3,1,0,1,0.98,1
server,high,degraded,restart,read_replica_offload,5,5,10,3,0,0,0,-1.0,0,391.4,1,67.85,77,34.6,1,0.0,1,3,0,1,0,0.1368,0
server,high,degraded,restart,auto_scaling_group,5,5,10,3,0,0,0,-1.0,0,391.4,1,67.85,77,34.6,1,0.0,1,2,1,0,1,0.4969,0
server,high,degraded,restart,dependency_circuit_breaker,5,5,10,3,0,0,0,-1.0,0,391.4,1,67.85,77,34.6,1,0.0,1,3,0,0,0,0.9092,1
lambda,medium,warning,migrate,direct_lift_shift,0,6,6,0,0,0,3,89.9,1,-1.0,0,1160.83,62,14.9,1,232.17,1,1,0,0,0,0.7636,1
lambda,medium,warning,migrate,phased_blue_green,0,6,6,0,0,0,3,89.9,1,-1.0,0,1160.83,62,14.9,1,232.17,1,2,1,1,1,0.2832,0
lambda,medium,warning,migrate,multi_az_modernize,0,6,6,0,0,0,3,89.9,1,-1.0,0,1160.83,62,14.9,1,232.17,1,3,1,0,1,0.4402,0
lambda,medium,warning,migrate,read_replica_offload,0,6,6,0,0,0,3,89.9,1,-1.0,0,1160.83,62,14.9,1,232.17,1,3,0,1,0,0.0831,0
lambda,medium,warning,migrate,auto_scaling_group,0,6,6,0,0,0,3,89.9,1,-1.0,0,1160.83,62,14.9,1,232.17,1,2,1,0,1,0.4705,0
lambda,medium,warning,migrate,dependency_circuit_breaker,0,6,6,0,0,0,3,89.9,1,-1.0,0,1160.83,62,14.9,1,232.17,1,3,0,0,0,0.2411,0
storage,medium,warning,migrate,direct_lift_shift,7,4,11,3,4,0,2,18.3,1,160.3,1,1878.17,67,43.0,1,375.63,1,1,0,0,0,0.2228,0
storage,medium,warning,migrate,phased_blue_green,7,4,11,3,4,0,2,18.3,1,160.3,1,1878.17,67,43.0,1,375.63,1,2,1,1,1,0.6687,0
storage,medium,warning,migrate,multi_az_modernize,7,4,11,3,4,0,2,18.3,1,160.3,1,1878.17,67,43.0,1,375.63,1,3,1,0,1,0.5456,0
storage,medium,warning,migrate,read_replica_offload,7,4,11,3,4,0,2,18.3,1,160.3,1,1878.17,67,43.0,1,375.63,1,3,0,1,0,0.05,0
storage,medium,warning,migrate,auto_scaling_group,7,4,11,3,4,0,2,18.3,1,160.3,1,1878.17,67,43.0,1,375.63,1,2,1,0,1,0.1185,0
storage,medium,warning,migrate,dependency_circuit_breaker,7,4,11,3,4,0,2,18.3,1,160.3,1,1878.17,67,43.0,1,375.63,1,3,0,0,0,0.8812,1
application,high,warning,fail,direct_lift_shift,7,3,10,1,2,1,0,51.4,1,-1.0,0,615.58,100,24.9,1,0.0,1,1,0,0,0,0.2406,0
application,high,warning,fail,phased_blue_green,7,3,10,1,2,1,0,51.4,1,-1.0,0,615.58,100,24.9,1,0.0,1,2,1,1,1,0.6304,0
application,high,warning,fail,multi_az_modernize,7,3,10,1,2,1,0,51.4,1,-1.0,0,615.58,100,24.9,1,0.0,1,3,1,0,1,0.798,1
application,high,warning,fail,read_replica_offload,7,3,10,1,2,1,0,51.4,1,-1.0,0,615.58,100,24.9,1,0.0,1,3,0,1,0,0.1154,0
application,high,warning,fail,auto_scaling_group,7,3,10,1,2,1,0,51.4,1,-1.0,0,615.58,100,24.9,1,0.0,1,2,1,0,1,0.5217,0
application,high,warning,fail,dependency_circuit_breaker,7,3,10,1,2,1,0,51.4,1,-1.0,0,615.58,100,24.9,1,0.0,1,3,0,0,0,0.9641,1
storage,medium,warning,fail,direct_lift_shift,0,3,3,0,0,0,0,21.3,1,273.7,1,231.73,47,28.7,1,0.0,1,1,0,0,0,0.5685,0
storage,medium,warning,fail,phased_blue_green,0,3,3,0,0,0,0,21.3,1,273.7,1,231.73,47,28.7,1,0.0,1,2,1,1,1,0.4652,0
storage,medium,warning,fail,multi_az_modernize,0,3,3,0,0,0,0,21.3,1,273.7,1,231.73,47,28.7,1,0.0,1,3,1,0,1,0.3928,0
storage,medium,warning,fail,read_replica_offload,0,3,3,0,0,0,0,21.3,1,273.7,1,231.73,47,28.7,1,0.0,1,3,0,1,0,0.0883,0
storage,medium,warning,fail,auto_scaling_group,0,3,3,0,0,0,0,21.3,1,273.7,1,231.73,47,28.7,1,0.0,1,2,1,0,1,0.186,0
storage,medium,warning,fail,dependency_circuit_breaker,0,3,3,0,0,0,0,21.3,1,273.7,1,231.73,47,28.7,1,0.0,1,3,0,0,0,0.1255,0
database,high,degraded,migrate,direct_lift_shift,3,4,7,0,0,0,0,87.4,1,495.0,1,788.19,87,54.8,1,157.64,1,1,0,0,0,0.2357,0
database,high,degraded,migrate,phased_blue_green,3,4,7,0,0,0,0,87.4,1,495.0,1,788.19,87,54.8,1,157.64,1,2,1,1,1,0.98,1
database,high,degraded,migrate,multi_az_modernize,3,4,7,0,0,0,0,87.4,1,495.0,1,788.19,87,54.8,1,157.64,1,3,1,0,1,0.98,1
database,high,degraded,migrate,read_replica_offload,3,4,7,0,0,0,0,87.4,1,495.0,1,788.19,87,54.8,1,157.64,1,3,0,1,0,0.8955,1
database,high,degraded,migrate,auto_scaling_group,3,4,7,0,0,0,0,87.4,1,495.0,1,788.19,87,54.8,1,157.64,1,2,1,0,1,0.1615,0
